Artist Nationality,artist_iso3,Country of Subject: ,iso3,artist_name,Author WikiLink,title,Keep,Nudity,image_url,work_url,Location Reason,Author Background,birth_date,death_date,birth_place,source,tags,More info,is_local,filepath,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Maldives,MDV,,,,Mid,,https://live.staticflickr.com/8299/7831781564_398946dd25_z.jpg,https://www.flickr.com/photos/nationalarchives/7831781564/in/photolist-cW4LcC-cW4LgE-cW4LnA-cW4Lu1-cW4LQL-cW4VSj-cW4VNC-cW4LBh-cW4WiY-cW4VWm-cW4UcN-cW4WbS-cW4Wz5-cW4Uoo-cW4McL-cW4W1b-cW4UhW-cW4U7E-cW4Wum-cW4W6w-cW4WpJ-cW4QD9-cW4T4W-cW4UrQ-cW4UY3-cW4U2L-cW4M8s-cW4WCo-cW4L6W-cW4TRL-cW4TXq-cW4ULf-cW4UFJ-cW4Uxu-cW4RrQ-cW4UU3-cW4LEN-cW4M2q-cW4MLh-cW4VpA-cW4Tay-cW4RnW-cW4Tiq-cW4Tfj-cW4Rzm-cW4QVm-cW4Rjs-cW4QJC-cW4UAY-cW4Rvu,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Malta,MLT,,,,,,https://live.staticflickr.com/8243/8507636914_3c9a923ace_b.jpg,https://www.flickr.com/photos/nationalarchives/8507636914/in/album-72157632851025375,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Myanmar,MMR,,,,,,https://live.staticflickr.com/4128/4838330455_f358e2c60f_z.jpg,https://www.flickr.com/photos/sdasmarchives/4838330455/in/photolist-8ny1Qc-8nBa6W-8nBa1Y-8nBaGG-8ny2ti-8nBaLs-8ny1Xp-8ny2MZ-GbFAFy-5JTZJU-8nxHmr-8nxJsT-8nxH5B-8nAR4w-8nARcy-8nxHdx-8nxH68-8nAR6S-8nAR7A-8nxJJF-bZBcJS-kEuFWc-bZB9RN-J62SdD-c3wNNC-bZBePs-bZBgPw-bZB6i1-bZBgNU-J3KZoa-bZBeS9-bZBcL7-9GH5WW-9GGY8U-2jXG7Yu-2qQ1m5p-23oYb6t-bZBgNC-2jwiGc3-bZB9T1-bZBgNJ-bZBcPu-2jHR8aM-2jHR8rd-bZB9SU-kEwPEo-bZAKVW-8mheQp-bZAKPj-8ny1vD,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Niger,NER,,,,Yes,,https://live.staticflickr.com/5516/9420075387_da4f94b789_z.jpg,https://www.flickr.com/photos/thenationalmuseumofdenmark/9420075387/in/photolist-nvRCJS-8ENjvG-nLircd-nNm3Dt-nLiu69-fmqmdT-nLiuo3-9gqerJ-9fMsER-9fQz85-9fA9B2-9fFet5-9fEhgG-9fFeAb-9gnbA2-9gqhXJ-9fD1Cy-9fDi49-9fMtPV-9fMv7k-9fQyf1-9fQAMm,,,,,,Flickr Commons,But like,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nigeria,NGA,,,,Yes,,https://live.staticflickr.com/5299/5425265898_686a7323e2_b.jpg,https://www.flickr.com/photos/nationalarchives/5425265898/in/photolist-9gpUxd-22ZRVPy-9gmPZD-mdDwnm-2mHYmTd-mdDRyg-mdF6iu-8QYqxq-9hobnG-9gmQCZ-fNFuPd-dx81LD-9gpTUG-9gpUjh-9fF8E1-7hPrmL-9gnmPx-9gqvEw-9grQmw-9fMcEi-9gnv7M-9gpQrf-9gpR9Q-9gns4k-9gntxB-9gna3i-9gpQYw-9gqwkq-9gqtK7-9gmMLp-9gqv2o-9gmL1x-afJWvM-9gmM9k-9gqf4h-9gnvCt-9gpTGu-9gqyuG-9gpPk5-9gpT7S-9fF8zN-9gqz1E-9gpRzm-9gnssk-9gqyKb-9fDkfm-9gqzXU-9gnuJn-9gnx1H-9gmMnc,,,,,,Flickr Commons,But like,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,North Korea,PRK,,,,Yes,,https://live.staticflickr.com/2447/4095407375_5b0ed91a65_b.jpg,https://www.flickr.com/photos/cornelluniversitylibrary/4095407375/in/photolist-7eU2VZ-7eU2dk-7eU29D-2knFPfi-2knBpmR-2jGY14U-bViXKe-7eTMmP-2hNRTj5-2knBm1Y-2knBmqf-2knFhmP-2knFKHP-2jGYPrv-2knFfbm-7eXWiw-2jGUueG-2jGUunN-2knFh63-7eTNNK-7eU3qV-2jGY3y8-2jGUuns-2knFMTR-2knBmSH-2knFfS1-ccFdqQ-2knFKWK-2knFhGy-2hH2vCE-2jGY1b2-2knBocS-2mKuN1e-7eXKu7-7eXUQs-2cbg8Ap-2knFeTc-7eXH2q-QKaWed-2knFhnL-2jGYPkt-2jGY3r4-2knBmhK-2knFfzh-2jGYRKZ-2knFeSW-2jGYRkk-2jGUu5Z-2knFL2E-2m8B15s,,,,,,Flickr Commons,But like,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Papua New Guinea,PNG,,,,,,https://live.staticflickr.com/2127/5804644278_f2bd4f6653_b.jpg,https://www.flickr.com/photos/navymedicine/5804644278/in/photolist-9QWjvL-9QTuFx-9QWjGb-9QRQ7r-9PZEjR-9PZE24-2pmD19F-9QTute-9QWjBG-9QWkP3-9QWjK5-2hyW9k6-9QTtax-9Q3vHd-9QWjMu-9QWjrf-9QTtqa-9QTsJ2-9QUFNj-9QTuq6-9QWjoN-9QTsCv-9QTvi6-2hvaj36-9QWkdb-9QTtUp-9QTvkv-9QWk7W-9PZEpt-9QWk4q-9QWjR3-2hv9hiv-9QRQhF-2hv6xZd-9QWjDC-9QTtcR-9QUFJo-2hvaj1n-9QTuAn-9QWmpu-9QTuJF-9QTuRe-9PZEs8-9QWmhG-9Q3w8Q-9QRPMx-9QWn2G-9QUG1h-2qigNjX-2prMrbf,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Peru,PER,,,,,,https://live.staticflickr.com/5270/5665300952_33cbe642d1_b.jpg,https://www.flickr.com/photos/smithsonian/5665300952/in/photolist-9CC9AC-9CCd5m-7ZAq8V-7ZDAMJ-2jGyc5X-oKoYeA-eaBtw9-7ZDAwQ-7ZDAJy-4S5WUF-7Nksb6-yVuZQZ-7ZDAHy-2hU2nWY-7Npqu9-7ZAqrx-7ZAqaH-7Nksat-ieW8WT-7ZDAEU-2hVNWc3-7ZAqa4-7ZAq8r-7ZAq9P-5ERUCt-2qEj1cZ-7Nks7z-7NkqXv-7NkraK-8cyNYd-7ZDAAb-7ZAqnX-7ZDAFA-2ddKpaF-24yuzyG-dV8Fj1-7Npokq-7NkqWx-7Nkrui-7ZAqfZ-4Trgwy-7Nks7g-7Nkrfv-2hU4SfR-7ZDAK5-7ZAqmv-7ZDAJb-7ZDAwo-2hJmf3Y-7ZDAyd,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Serbia,SRB,,,,,,https://live.staticflickr.com/3906/14860111935_06233310f3_b.jpg,https://www.flickr.com/photos/library_of_congress/14860111935/in/photolist-5JL8zx-LoH5kQ-25fZkzN-nPWjnr-2q12Q1T-nvEeR7-wfaEbQ-oD8Xyt-297UuLe-Sh4PCY-hav3Cb-2q146AA-2pDjMWV-SYCyQw-brtns4-Sh4PmL-4ibkrL-aiBnyC-aUL4un-gaFsa6-brtnwx-5bv8TG-e49MMz-gaF3ch-7jVLiX-51YJHw-5bqQhp-2rvBt1x-gaF1FS-2rvH7Hh-ecxe8U-ceFw1E-c9jw7m-2onaLL7-4KneGU-2oHjwE3-gaETRm-2rvHxLv-4XmNZf-2oemf7z-brtiEK-brtiJX-brtiup-brtj4z-5Dj7dB-c9jAAA-dtRJAy-8j75Yd-9KdTsZ-cJeQV1/,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Seychelles,SYC,,,,,,https://live.staticflickr.com/8235/8517451119_ba569026c8_b.jpg,https://www.flickr.com/photos/nationalarchives/8517451119/in/album-72157632884191293,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sierra Leone,SLE,,,,,,https://live.staticflickr.com/5134/5418345041_3ebec95596_z.jpg,https://www.flickr.com/photos/nationalarchives/5418345041/in/photolist-9fNrd6-9gnzft-9eB8nG-9gqEvQ-9fFckW-9fFe5Y-9gqD59-9fFdZG-9fC2yt-9gqDdy-9fFdGU-9fC68H-9fC5P8-9fC62c-9fFdpE-9fNrUi-9fC5H8-9fC4NF-9fFj91-9gnF3c-9fFcem-9gnFc2-9gqJNG-9fFcyA-9gnB2T-9fC1FZ-9gqJvq-9fFbnA-9gnGJF-9gqFcL-9fFaF7-9fFaYJ-9fF9JE-9fC33X-9gnDx6-9fFaLL-9fC1ZH-9gnzMc-9fC1nH-9fF9ZC-9gnCWi-9gqE4A-9gqMH1-9gnC44-9gqM4G-9gnFNc-9fFa6h-9gqKmE-9gqL1m-9gqKuw,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Singapore,SGP,,,,Mid,,https://live.staticflickr.com/7623/27303621921_5162571204_b.jpg,https://www.flickr.com/photos/anmm_thecommons/27303621921/in/photolist-HAJcy6-HDYB5y-DLEf5j-HGXoRZ-GMmCD4-GMmvXP-GMmwwK-GMgKxW-GMgygY-HyjFPq-GMgy8S-HAJeiP-HAJb54-HhAzgY-HGXsjv-GMmBTM-GMgBqo-GMmuhz-yCqJ2e-HGXjRz-GMmvox-HAJeGe-GMgCSG-GMgHyW-HhAEoS-HAJai4-GMgzFG-HhAC8j-HAJd6P-GMmxaD-HGXkH4-HAJdG8-HGXkce-GMmzH4-GMgCpY-6o9GhQ-GMgyU1-HyjHd7-GMmBeR-GMgBUj-HGXi84-2j38Whp-GMmBsX-yCjUjS-HGXnmz-mdG9Qi-7KZyz2-HyjMhj-23oY97i-HyjKTh,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Slovakia,SVK,,,,,,https://live.staticflickr.com/3207/3110163692_841f8b1cd5_z.jpg,https://www.flickr.com/photos/nypl/3110163692/in/photolist-2iWnSqv-5JQpiW-65C679-b5ZTRr-9oAqy3-2jGyaX1-2jGBDCi-2jGyaUa-ywQ3VF-2jGCtQB-2jGyaYZ-2jGCtRy,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Slovenia,SVN,,,,Mid,,https://live.staticflickr.com/8047/29136674902_9fa928fb30_b.jpg,https://www.flickr.com/photos/library_of_congress/29136674902/in/photolist-LoH5kQ-8m9rEL-dD3Dco-2q7EJ2E,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Somalia,SOM,,,,,,https://live.staticflickr.com/65535/54151401556_78030b1d2f_b.jpg,https://www.flickr.com/photos/navymedicine/54151401556/in/photolist-71SU9p-71WVfW-71TwNH-71WV3d-71WV2h-71TwRM-71SUn4-c6XBuq-71WV9L-71TwPn-71WV2G-71SUhP-71SUin-71SUmT-71TwQB-71SUoc-71WVcL-71WV95-71SUnz-71SUbX-71SUoH-9hobnL-71SUgM-71SUkx-71SUnR-71WV8C-71WVb9-9fMheK-dXHnBR-71SUgH-2ovssSm-9fQpeQ-9fQoXJ-9fQobU-9fMhXZ-9fQotC-oiGB9H-o8GqUK-2qvb5TZ-2qMoMgu-2qvb61T-2qvb65q-2qvb63r-2qvds4e-2qvb5T3-2qvb5Zv-2qvb5Xr-2qMWDhD-2q7LFyH-2qqE589,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sri Lanka,LKA,,,,,,https://live.staticflickr.com/8456/7949985386_0a07159c55_z.jpg,https://www.flickr.com/photos/nationalarchives/7949985386/in/album-72157631450705264,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sri Lanka,LKA,,,,Mid,,https://live.staticflickr.com/8321/7950020880_b818df486b_b.jpg,https://www.flickr.com/photos/nationalarchives/7950020880/in/album-72157631450705264,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Sudan,SDN,,,,,,https://live.staticflickr.com/3110/3110810598_948f04affa_z.jpg,https://www.flickr.com/photos/nypl/3110810598/in/photolist-5JTHBu-7MSERF-7MSGpt-7MWyyU-7MWwSW-n99aaK-7MSERX-9UuHuD-7MWyyN-7MWwSJ-T1iK4K-7MWyyJ-7MWwSQ-7MWyyC-9wD4TE-2ovrkE6-nkJ5Ud-9fMiBP-4AMbDB-dzaQoa-7DhL6L-9fAvEv-9fMiHF-9fQxaA-9fMoBT-9fQsz5-2mhLrBa-2mhRArF-9fQqDJ-nQFjM5-dSDKFP-9fMsec-8H8RTC-bUeo4v-9fMnH8-bUeeoD-9fQvu1-9fMr1T-9fQtK1-6YYt87-71SCp6-9fMnyg-9fQt4W-9fQxDL-9fMqyi-9fQrqN-9fMkra-9fQqxy-64CdTg-64CjbH,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Suriname,SUR,,,,,,https://live.staticflickr.com/8354/8384052234_b2d5d5d831_b.jpg,https://www.flickr.com/photos/nationaalarchief/8384052234/in/photolist-69MAA6-jrbktQ-azPF9C-dLLUk6-cCicTC-dLLUhK-dLLUqT-dLSsCJ-eanT7a,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tunisia,TUN,,,,,,https://live.staticflickr.com/8462/8068532541_1dc58a99de_b.jpg,https://www.flickr.com/photos/sdasmarchives/8068532541/in/photolist-nBZu45-9wD4T7-hFDeje-hFEuP8-rhd7pN-hFEupk-hFE6jU-hFDgs2-hFEtUH-hFEsCz-hFDdUM-hFEs8g-hFE59N-hFDg2n-hFE2W1-hFE2n5-hFD9XD-hFDgzr-hFE5tA-hFE2PN-hFD8Xx-hFDwJ5-hFEoAg-hFE8f7-hFEu88-hFDuh1-hFD7KH-hFDvgq-2bCiGPq-hFEq8z-2bkAXVr-2bCfycm-2cDT8Fs-QAxgfC-QAxfsf-2cDTd4A-2bCfArw-2cJjPbV-QAAFE3-amTgnb-hFErik-hFE3XE-dhZkC2-LmK57n-GiwEzZ-Fofmh4-hFDZAj-LSdxtf-2ka4mRe-2q7EJ5A,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Uzbekistan,UZB,,,,,,https://live.staticflickr.com/2862/9631439840_88c9875e4c_b.jpg,https://www.flickr.com/photos/library_of_congress/9631439840/in/photolist-fF6EiQ-fF6DvA-fEP4Zv-fEP1Gr-fEP5gr-fEP584-22MP7Qh-7Xnip5-shRYCt-7Xkmcx-pS2jBL-7Xnikf-7XnioL-7Xj4ZH-7Xj51R-fF6Efb-7XoPj5-7Xngyf-hKyxaF-AxGaAj,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Yemen,YEM,,,,,,https://live.staticflickr.com/8366/8506760811_5e29690239_b.jpg,https://www.flickr.com/photos/nationalarchives/8506760811/in/album-72157632856847874,,,,,,Flickr Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese,CHN,China,CHN,Formerly attributed to Zhou Wenju,https://en.wikipedia.org/wiki/Zhou_Wenju,Children playing in a garden 明 庭院嬰戯圖 冊頁,Keep,,https://ids.si.edu/ids/deliveryService?id=FS-7112_07,https://ids.si.edu/ids/deliveryService?id=FS-7112_07,,,,,,smithsonian,,,FALSE,backend/images/CHN/children_artwork/Children_playing_in_a_garden_明_庭院嬰戯圖_冊頁.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,USA,France,FRA,Max Bohm,https://en.wikipedia.org/wiki/Max_Bohm,Springtime in France,Keep,,https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.7_2,https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.7_2,,,,,,smithsonian,,,FALSE,backend/images/USA/children_artwork/Springtime_in_France.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iranian,IRN,India,IND,Probably by Farrukh Beg,https://en.wikipedia.org/wiki/Farrukh_Beg,A Christian subject: The Madonna and Child,Keep,,https://ids.si.edu/ids/deliveryService?id=FS-6985_01,https://ids.si.edu/ids/deliveryService?id=FS-6985_01,,,,,,smithsonian,,,FALSE,backend/images/IRN/children_artwork/A_Christian_subject_The_Madonna_and_Child.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,India,IND,Unknown,,"Vilaval Ragini, from a Ragamala",Keep,,https://ids.si.edu/ids/deliveryService?id=FS-S2018.1.2_001crop,https://ids.si.edu/ids/deliveryService?id=FS-S2018.1.2_001crop,,,,,,smithsonian,,,FALSE,backend/images/IND/children_artwork/Vilaval_Ragini_from_a_Ragamala.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Italy,ITA,"J. Alden Weir, born West Point, NY 1852-died New York City 1919",,At the Water Trough,No,,https://ids.si.edu/ids/deliveryService?id=SAAM-1978.125_1,https://ids.si.edu/ids/deliveryService?id=SAAM-1978.125_1,,,,,,smithsonian,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese,JPN,Japan,JPN,Katsukawa Shunsho,https://en.wikipedia.org/wiki/Katsukawa_Shunsh%C5%8D,"Woman, a baby and a young girl",Keep,,https://ids.si.edu/ids/deliveryService?id=FS-5893_08,https://ids.si.edu/ids/deliveryService?id=FS-5893_08,,,,,,smithsonian,,,FALSE,backend/images/JPN/children_artwork/Woman_a_baby_and_a_young_girl.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anglo-American,GBR,United Kingdom,GBR,James Jebusa Shannon,https://en.wikipedia.org/wiki/James_Jebusa_Shannon,On the Dunes (Lady Shannon and Kitty),Keep,,https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.110_1,https://ids.si.edu/ids/deliveryService?id=SAAM-1929.6.110_1,,,,,,smithsonian,,,FALSE,backend/images/GBR/children_artwork/On_the_Dunes_Lady_Shannon_and_Kitty.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,USA,United States,USA,Charles Bird King,https://en.wikipedia.org/wiki/Charles_Bird_King,Sarah Weston Seaton with her Children Augustine and Julia,Keep,,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2011_147-000001,https://ids.si.edu/ids/deliveryService?id=NPG-S_NPG_2011_147-000001,,,,,,smithsonian,,,FALSE,backend/images/USA/children_artwork/Sarah_Weston_Seaton_with_her_Children_Augustine_and_Julia.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,USA,United States,USA,Arthur Durston,https://en.wikipedia.org/wiki/Arthur_Durston,Industry,Keep,,https://ids.si.edu/ids/deliveryService?id=SAAM-1964.1.92_1,https://ids.si.edu/ids/deliveryService?id=SAAM-1964.1.92_1,,,,,,smithsonian,,,FALSE,backend/images/USA/children_artwork/Industry.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American,USA,United States,USA,Carl Moon,https://en.wikipedia.org/wiki/Carl_Moon,Hopi Mother and Child,Keep,,https://ids.si.edu/ids/deliveryService?id=SAAM-1985.66.383325_2,https://ids.si.edu/ids/deliveryService?id=SAAM-1985.66.383325_2,,,,,,smithsonian,,,FALSE,backend/images/USA/children_artwork/Hopi_Mother_and_Child.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Algeria,DZA,Théodore Chassériau (1819–1856,,,No,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Th%C3%A9odore_Chass%C3%A9riau_-_Woman_and_Little_Girl_of_Constantine_with_a_Gazelle_-_74.265_-_Museum_of_Fine_Arts.jpg,https://commons.wikimedia.org/wiki/File:Th%C3%A9odore_Chass%C3%A9riau_-_Woman_and_Little_Girl_of_Constantine_with_a_Gazelle_-_74.265_-_Museum_of_Fine_Arts.jpg,Firebug traveked ti /akgerua,https://en.wikipedia.org/wiki/Th%C3%A9odore_Chass%C3%A9riau,,,,Wiki Commons,,https://www.wikiart.org/en/theodore-chasseriau/femme-et-fillette-de-constantine-avec-une-gazelle-1851/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian,AUS,Australia,AUS,Jane Sutherland,https://en.wikipedia.org/wiki/Jane_Sutherland,Little Gossips,Keep,,https://upload.wikimedia.org/wikipedia/commons/8/86/Jane_Sutherland_-_Little_Gossips%2C_1888.jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/Jane_Sutherland_-_Little_Gossips%2C_1888.jpg,Australian artist,https://en.wikipedia.org/wiki/Jane_Sutherland,,,,Wiki Commons,,"https://www.wikiart.org/en/jane-sutherland/little-gossips/

",FALSE,backend/images/AUS/children_artwork/Little_Gossips.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Austria,AUT,Master of Heiligenkreuz Abbey,,Virgin with Child,Mid,,https://upload.wikimedia.org/wikipedia/commons/6/64/Meister_von_Heiligenkreuz%2C_Kunsthistorisches_Museum_Wien%2C_Kunstkammer_Wien_-_Verm%C3%A4hlung_der_Hl._Katharina%2C_R%C3%BCckseite%2C_Madonna_und_Kind_-_GG_6523_-_Kunsthistorisches_Museum.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Meister%20von%20Heiligenkreuz%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Kunstkammer%20Wien%20-%20Verm%C3%A4hlung%20der%20Hl.%20Katharina%2C%20R%C3%BCckseite%2C%20Madonna%20und%20Kind%20-%20GG%206523%20-%20Kunsthistorisches%20Museum.jpg,,,1301-01-01,1430-01-01,,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealanders,NZL,Belgium,BEL,Frances Hodgkins,https://en.wikipedia.org/wiki/Frances_Hodgkins,Belgian Mother and Child,Keep,,https://upload.wikimedia.org/wikipedia/commons/0/09/Frances_Hodgkins_-_Belgian_Mother_and_Child_-_Sarjeant_Gallery.jpg,https://commons.wikimedia.org/wiki/File:Frances_Hodgkins_-_Belgian_Mother_and_Child_-_Sarjeant_Gallery.jpg,"Grew up in New Zealand and moved back, but lived in Europe",https://en.wikipedia.org/wiki/Frances_Hodgkins,,,,Wiki Commons,,,FALSE,backend/images/NZL/children_artwork/Belgian_Mother_and_Child.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch,NLD,Netherlands,NLD,Jakob Smits,https://en.wikipedia.org/wiki/Jakob_Smits,Mater Amabilis,Keep,,https://upload.wikimedia.org/wikipedia/commons/2/25/0020_Mater_Amabilis_1895.jpg,https://en.wikipedia.org/wiki/Jakob_Smits#/media/File:0033_De_zomer_1894.jpg,,,1855-07-09,1928-02-15,Rotterdam,Wiki Commons,,,FALSE,backend/images/NDR/children_artwork/Mater_Amabilis.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazilian,BRA,Brazil,BRA,Eliseu Visconti ,https://en.wikipedia.org/wiki/Eliseu_Visconti,Meu netinho (My grandson),Keep,,https://upload.wikimedia.org/wikipedia/commons/4/4e/Eliseu_Visconti_-_Meu_netinho_-_1944.jpg,https://commons.wikimedia.org/wiki/File:Eliseu_Visconti_-_Meu_netinho_-_1944.jpg,Brazilian artist,https://en.wikipedia.org/wiki/Eliseu_Visconti,,,,Wiki Commons,,https://www.wikiart.org/en/eliseu-visconti/maternidade/,FALSE,backend/images/BRA/children_artwork/Meu_netinho_My_grandson.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bulgaria,BGR,,,,No,,https://upload.wikimedia.org/wikipedia/commons/9/91/Thrace_Shop_Macedonia.JPG,https://commons.wikimedia.org/wiki/File:Thrace_Shop_Macedonia.JPG,,,,,,Wiki Commons,,https://www.wikiart.org/en/ivan-mrkvicka/portrait-of-a-child-1907/,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canadian,CAN,France,FRA,Paul Peel ,https://en.wikipedia.org/wiki/Paul_Peel,Bedtime,Keep,,https://upload.wikimedia.org/wikipedia/commons/5/57/Paul_Peel_-_Bedtime_%281890%29.jpg,https://commons.wikimedia.org/wiki/File:Paul_Peel_-_Bedtime_(1890).jpg,Born Canada travel widely in Canada and Europe,https://en.wikipedia.org/wiki/Paul_Peel,,,,Wiki Commons,,https://www.wikiart.org/en/paul-peel/bedtime-1890/,FALSE,backend/images/CAN/children_artwork/Bedtime.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Canada,CAN,Gertrude des Clayes,,Untitled (The Refugees),No,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Gertrude_des_Clayes_-_Les_R%C3%A9fugi%C3%A9s_%281918%29.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Gertrude%20des%20Clayes%20-%20Les%20R%C3%A9fugi%C3%A9s%20%281918%29.jpg,,,1879-01-01,1949-08-23,Aberdeen,Wiki Commons,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Columbian,COL,Colombia,COL,Francisco Antonio Cano Cardona,https://en.wikipedia.org/wiki/Francisco_Antonio_Cano_Cardona,Horizontes,Keep,,https://upload.wikimedia.org/wikipedia/commons/6/6f/%27Horizontes%27_%281913%29_by_Francisco_Antonio_Cano_-_Museo_de_Antioquia_-_Medell%C3%ADn_-_Colombia_2024.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/%27Horizontes%27%20%281913%29%20by%20Francisco%20Antonio%20Cano%20-%20Museo%20de%20Antioquia%20-%20Medell%C3%ADn%20-%20Colombia%202024.jpg,,,1865-11-24,1935-05-11,Yarumal,Wiki Commons,,,FALSE,backend/images/COL/children_artwork/Horizontes.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danish,DNK,Denmark,DNK,Anna Ancher,https://en.wikipedia.org/wiki/Anna_Ancher,På havebænken (On the garden bench) ,Keep,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Anna_Ancher_-_P%C3%A5_haveb%C3%A6nken_-_HAF_2002.jpg,https://commons.wikimedia.org/wiki/File:Anna_Ancher_-_P%C3%A5_haveb%C3%A6nken_-_HAF_2002.jpg,Danish artist,https://en.wikipedia.org/wiki/Anna_Ancher,,,,Wiki Commons,,https://www.wikiart.org/en/anna-ancher/young-woman-with-her-child-on-her-arm-1905/,FALSE,backend/images/DNK/children_artwork/På_havebænken_On_the_garden_bench.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EGY,Egypt,EGY,,,,Keep,,https://upload.wikimedia.org/wikipedia/commons/0/07/Fayum-38.jpg,https://commons.wikimedia.org/wiki/File:Fayum-38.jpg,Mummy,,,,,Wiki Commons,,,FALSE,backend/images/EGY/children_artwork/artwork_27688.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French-Egyptian,EGY,Egypt,EGY,Georges Hanna Sabbagh,https://en.wikipedia.org/wiki/Georges_Hanna_Sabbagh,Arab Motherhood,Keep,,https://upload.wikimedia.org/wikipedia/commons/a/ac/Georges_Sabbagh_-_Arab_Motherhood_-_Google_Art_Project.jpg,https://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Sabbagh%20-%20Arab%20Motherhood%20-%20Google%20Art%20Project.jpg,,,1887-08-18,1951-12-09,Alexandria,Wiki Commons,,,FALSE,backend/images/EGY/children_artwork/Arab_Motherhood.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
